comment_id,text,target,aspect,sentiment,opinion_span,intensity
UgxriB7DnJaYGl4gYdF4AaABAg,"Nghe anh Quân bảo ""chắc do em  nhảy không tốt"" thấy thương ghê luôn. Ảnh chọn đội anh Erik ngay từ đầu luôn, chứ không phải là không còn lựa chọn nào khác. Ảnh có quyết định rất khác biệt với hình tượng Quân AP mà mọi người từng biết trước đó. Tuy anh đến chương trình với tinh thần học hỏi nhưng vẫn không quên chiến đấu. Và lòng tin với quyết tâm không bao giờ làm chúng ta thất vọng. Anh đã đứng ngang hàng với đội hình trong mơ của anh Erik, làm đc mọi thứ mà đội anh Erik hướng đến, và hẳn là còn hơn mong đợi của cả khán giả nữa. Sau chương trình này, mong anh phát huy và bay thật là cao với mọi tài năng mà anh luôn có và đã có sau ATSH. 
From: một khán giả biết anh từ lâu nhưng trở thành fan sau khi theo dõi hành trình của anh.",ATSH,SHOW_FORMAT,positive,bay thật là cao với mọi tài năng mà anh luôn có và đã có sau ATSH,moderate
UgwnLEKtR5pXcq6tCPV4AaABAg,"""Bao lời con chưa nói"" - Với tư cách là một người chưa xem ATSH trước đó nhưng từng lướt thấy vài đoạn nhạc của bài này, thì thật sự mỗi lần nghe thấy mình đều lướt qua. Lướt qua vì từng câu chữ đều quá xúc động, đôi khi lỡ thấy cũng không dám nghe vì sẽ khóc ấy. Mãi sau biết đến Dương Domic và yêu quý chàng trai này nên mới xem chương trình. Thật sự không ngờ thì ra Dương lại chính là tác giả của bài hát. Rất rất bất ngờ và ngưỡng mộ tài năng của cậu ấy. Một bài hát có thể chạm được trái tim của mọi người như thế này thì câu từ của nó phải xuất phát từ tâm của người viết. Rất respect và chúc cho Dương Domic sẽ ngày càng tỏa sáng. Thật sự không có gì phải nghi ngờ về tài năng của Dương, vô cùng tuyệt vời và tài giỏi!",Bao lời con chưa nói,SONG,positive,mỗi lần nghe thấy mình đều lướt qua... sẽ khóc ấy,strong
UgwnLEKtR5pXcq6tCPV4AaABAg,"""Bao lời con chưa nói"" - Với tư cách là một người chưa xem ATSH trước đó nhưng từng lướt thấy vài đoạn nhạc của bài này, thì thật sự mỗi lần nghe thấy mình đều lướt qua. Lướt qua vì từng câu chữ đều quá xúc động, đôi khi lỡ thấy cũng không dám nghe vì sẽ khóc ấy. Mãi sau biết đến Dương Domic và yêu quý chàng trai này nên mới xem chương trình. Thật sự không ngờ thì ra Dương lại chính là tác giả của bài hát. Rất rất bất ngờ và ngưỡng mộ tài năng của cậu ấy. Một bài hát có thể chạm được trái tim của mọi người như thế này thì câu từ của nó phải xuất phát từ tâm của người viết. Rất respect và chúc cho Dương Domic sẽ ngày càng tỏa sáng. Thật sự không có gì phải nghi ngờ về tài năng của Dương, vô cùng tuyệt vời và tài giỏi!",Dương Domic,PERSONALITY,positive,Rất rất bất ngờ và ngưỡng mộ tài năng của cậu ấy,strong
UgwnLEKtR5pXcq6tCPV4AaABAg,"""Bao lời con chưa nói"" - Với tư cách là một người chưa xem ATSH trước đó nhưng từng lướt thấy vài đoạn nhạc của bài này, thì thật sự mỗi lần nghe thấy mình đều lướt qua. Lướt qua vì từng câu chữ đều quá xúc động, đôi khi lỡ thấy cũng không dám nghe vì sẽ khóc ấy. Mãi sau biết đến Dương Domic và yêu quý chàng trai này nên mới xem chương trình. Thật sự không ngờ thì ra Dương lại chính là tác giả của bài hát. Rất rất bất ngờ và ngưỡng mộ tài năng của cậu ấy. Một bài hát có thể chạm được trái tim của mọi người như thế này thì câu từ của nó phải xuất phát từ tâm của người viết. Rất respect và chúc cho Dương Domic sẽ ngày càng tỏa sáng. Thật sự không có gì phải nghi ngờ về tài năng của Dương, vô cùng tuyệt vời và tài giỏi!",Dương Domic,PERFORMANCE,positive,Rất respect và chúc cho Dương Domic sẽ ngày càng tỏa sáng,strong
UgwnLEKtR5pXcq6tCPV4AaABAg,"""Bao lời con chưa nói"" - Với tư cách là một người chưa xem ATSH trước đó nhưng từng lướt thấy vài đoạn nhạc của bài này, thì thật sự mỗi lần nghe thấy mình đều lướt qua. Lướt qua vì từng câu chữ đều quá xúc động, đôi khi lỡ thấy cũng không dám nghe vì sẽ khóc ấy. Mãi sau biết đến Dương Domic và yêu quý chàng trai này nên mới xem chương trình. Thật sự không ngờ thì ra Dương lại chính là tác giả của bài hát. Rất rất bất ngờ và ngưỡng mộ tài năng của cậu ấy. Một bài hát có thể chạm được trái tim của mọi người như thế này thì câu từ của nó phải xuất phát từ tâm của người viết. Rất respect và chúc cho Dương Domic sẽ ngày càng tỏa sáng. Thật sự không có gì phải nghi ngờ về tài năng của Dương, vô cùng tuyệt vời và tài giỏi!",Dương Domic,GENERAL,positive,"Thật sự không có gì phải nghi ngờ về tài năng của Dương, vô cùng tuyệt vời và tài giỏi",strong
UgykNSCV4Ztht0uTMTx4AaABAg,"Đến giờ xem lại vẫn thấy xúc động và tiếc nuối, bởi những người bị loại đều giỏi và rất có tiềm năng, nhưng đã gọi là thi đấu kết quả có ra sao cũng phải chấp nhận và học cách hài lòng với nó thôi, là một khán giả cá nhân mình từng khó chịu, và ngoài mình không ít người có thể đã và đang cảm thấy bất công hay thiên vị, cảm thấy không hài lòng với kết quả ấy tìm lý do cho kết quả mà ta cho là không hợp lý (kiểu như là do lượng fan ít hay gương mặt mới) nhưng chẳng thể thay đổi được thay vì vậy mình học cách chấp nhận và trân trọng những giá trị họ đã đem lại thôi. Sau tất cả họ đều đã ghi được dấu ấn của mình tại chương trình nên hy vong sau chương trình họ sẽ gặt hái được thêm nhiều thành công.",,,,,
UgwxDsfRRh3DqKUjOr14AaABAg.A81L2GJx-ghA8AHY0JPTJQ,"Tập này ổng ốm hơn hẳn luôn. Mỗi ngày về nhà ngủ được có một tiếng đồng hồ à. Còn lại vừa phải đi phim vừa phải chạy show mà vẫn luôn nở nụ cười, lúc nào cũng rạng rỡ trước ống kính. Đã vậy còn phải tạo nguồn năng lượng tích cực nhằm kéo tất cả thí sinh, khán giả cũng như các anh chị làm trong ban tổ chức lên mood để làm việc hiệu quả hơn nữa. Quan sát cách anh ấy sống và cách anh hết mình với nghề lại thương anh vô cùng. Đâu ai biết đằng sau ánh hào quang rực rỡ đó là những sự mệt mỏi, sự áp lực nhiều đến nhường nào. Thương Xìn ú, yêu anh rất nhiều. Mong anh ấy thật mạnh mẽ, thật khoẻ mạnh để mang đến nhiều tác phẩm nghệ thuật, nhiều niềm vui tiếng cười đến tất cả mọi người. Love my boy ❤️",Xìn,PERSONALITY,positive,"rạng rỡ trước ống kính, tạo nguồn năng lượng tích cực, sống và hết mình với nghề",strong
UgwxDsfRRh3DqKUjOr14AaABAg.A81L2GJx-ghA8AHY0JPTJQ,"Tập này ổng ốm hơn hẳn luôn. Mỗi ngày về nhà ngủ được có một tiếng đồng hồ à. Còn lại vừa phải đi phim vừa phải chạy show mà vẫn luôn nở nụ cười, lúc nào cũng rạng rỡ trước ống kính. Đã vậy còn phải tạo nguồn năng lượng tích cực nhằm kéo tất cả thí sinh, khán giả cũng như các anh chị làm trong ban tổ chức lên mood để làm việc hiệu quả hơn nữa. Quan sát cách anh ấy sống và cách anh hết mình với nghề lại thương anh vô cùng. Đâu ai biết đằng sau ánh hào quang rực rỡ đó là những sự mệt mỏi, sự áp lực nhiều đến nhường nào. Thương Xìn ú, yêu anh rất nhiều. Mong anh ấy thật mạnh mẽ, thật khoẻ mạnh để mang đến nhiều tác phẩm nghệ thuật, nhiều niềm vui tiếng cười đến tất cả mọi người. Love my boy ❤️",Xìn,STAGE_PRODUCTION,positive,"mang đến nhiều tác phẩm nghệ thuật, nhiều niềm vui tiếng cười",moderate
UgxrG4qbFIxnLa_-7wV4AaABAg.AR2319K5RsgAWsG3VtSSpm,"Ngáo ngơ hay thì hay thiệt bạn ạ, nhưg vẫn k địch lại i'm thinking about you đâu, là dòng nhạc dễ tiếp cận với giới trẻ, khi nghe và cảm nhận giai điệu, i'm thinking about you thật sự vượt trội, những thành viên trong đội thì lại quá hợp với nhạc, còn Ngáo Ngơ rất hay, nhưg đối vs riêng tui, phần ver của Hiếu lúc ms vào, và khúc của Atus mà đung đưa qua đung đưa lại á, k quá đặc sắc, i'm thinking about you quá mạnh, đã vậy khách mời còn lại là tlinh, nhấn mạnh là TLINH, là một trong các rapper nữ quỷ nhất, tlinh rất rất quỷ, đó là góc nhìn tổng quát của tui, còn đối vs quan điểm và sở thích những dòng bandlad như mình thì, regret thật sự làm mình đắm chìm vào giai điệu, melody của nó ❤❤❤",,,,,
UgyjHcXeg183WUgJ6ER4AaABAg.ACMECxm-rJcACOFLC9zhHn,"Mk cg coi lại nma cứ coi là khóc. Mk bias a doo từ tập 1 vì a ấy rất giỏi (hát hay nhảy tốt rap đỉnh), nhưng xui (xui kinh khủng). Bất công cho team NTCN nói chung và a vũ thịnh nói riêng, khán giả trường quay quá biased, cứ vote cho idol của mk, thế là a vũ thịnh (nhảy cực tốt) ko đc battle dance vòng 2 và đội tú voi mất cơ hội lội ngược dòng. A lou hoàng cg là một dark horse: biết sáng tác, giọng hát cuốn. A cân nát bài CDATRD mà cuối cùng vẫn bị loại. Og gin ko nổi bật lắm nên sẽ ko nói j nhiều. Huhu hnay mới xem tập 9 mà thấy doo, gin, lou bị loại dù ko phải là 3/4 người bottom 4 tiếc dã man. Cg tiếc cho a vũ thịnh điểm cực kì thấp (vì lượng fan quá ít)",,,,,
UgyiMUvrwkRRHqbOA6F4AaABAg,"Trước khi xem tập này là nhớ về sự day dứt 10/10 đứng cuối rồi, cơ mà lúc công bố xong nhìn Atus đi an ủo thành viên nhóm, an ủi bé út Hùng Huỳnh lại đau lòng… bởi chính anh cũng cố gắng rất nhiều, đúng cái nhóm có tiết mục trình diễn khiến mình bất ngờ nhất lúc nào cx phải wow thì lại đứng top cuối. No far no start thì quá thuyết phục ruiii. Hôm concert day 6 diễn đến bài đó bắt đầu mưa xong tất cả quẩy mạnh hơn” đâu rồi đâu rồi tay đâu rồi đưa lên trời” đúng hợp concert lun ấy. Hy vọng 2 bài này đc diễn ở nhiều concert hơn… tuy hết rồi, nhưng tôi vẫn có niềm tin biết đâu cuối năm, hay mỗi năm kỉ niệm 1 lần nhỉ. Đặc biệt 10/10 nháaaaaa",Atus,PERSONALITY,negative,"Atus đi an ủo thành viên nhóm, an ủi bé út Hùng Huỳnh",moderate
UgyiMUvrwkRRHqbOA6F4AaABAg,"Trước khi xem tập này là nhớ về sự day dứt 10/10 đứng cuối rồi, cơ mà lúc công bố xong nhìn Atus đi an ủo thành viên nhóm, an ủi bé út Hùng Huỳnh lại đau lòng… bởi chính anh cũng cố gắng rất nhiều, đúng cái nhóm có tiết mục trình diễn khiến mình bất ngờ nhất lúc nào cx phải wow thì lại đứng top cuối. No far no start thì quá thuyết phục ruiii. Hôm concert day 6 diễn đến bài đó bắt đầu mưa xong tất cả quẩy mạnh hơn” đâu rồi đâu rồi tay đâu rồi đưa lên trời” đúng hợp concert lun ấy. Hy vọng 2 bài này đc diễn ở nhiều concert hơn… tuy hết rồi, nhưng tôi vẫn có niềm tin biết đâu cuối năm, hay mỗi năm kỉ niệm 1 lần nhỉ. Đặc biệt 10/10 nháaaaaa",No far no start,PERFORMANCE,positive,No far no start thì quá thuyết phục ruiii,strong
UgyiMUvrwkRRHqbOA6F4AaABAg,"Trước khi xem tập này là nhớ về sự day dứt 10/10 đứng cuối rồi, cơ mà lúc công bố xong nhìn Atus đi an ủo thành viên nhóm, an ủi bé út Hùng Huỳnh lại đau lòng… bởi chính anh cũng cố gắng rất nhiều, đúng cái nhóm có tiết mục trình diễn khiến mình bất ngờ nhất lúc nào cx phải wow thì lại đứng top cuối. No far no start thì quá thuyết phục ruiii. Hôm concert day 6 diễn đến bài đó bắt đầu mưa xong tất cả quẩy mạnh hơn” đâu rồi đâu rồi tay đâu rồi đưa lên trời” đúng hợp concert lun ấy. Hy vọng 2 bài này đc diễn ở nhiều concert hơn… tuy hết rồi, nhưng tôi vẫn có niềm tin biết đâu cuối năm, hay mỗi năm kỉ niệm 1 lần nhỉ. Đặc biệt 10/10 nháaaaaa",concert,STAGE_PRODUCTION,positive,hôm concert day 6 diễn đến bài đó bắt đầu mưa xong tất cả quẩy mạnh hơn,moderate
UgyiMUvrwkRRHqbOA6F4AaABAg,"Trước khi xem tập này là nhớ về sự day dứt 10/10 đứng cuối rồi, cơ mà lúc công bố xong nhìn Atus đi an ủo thành viên nhóm, an ủi bé út Hùng Huỳnh lại đau lòng… bởi chính anh cũng cố gắng rất nhiều, đúng cái nhóm có tiết mục trình diễn khiến mình bất ngờ nhất lúc nào cx phải wow thì lại đứng top cuối. No far no start thì quá thuyết phục ruiii. Hôm concert day 6 diễn đến bài đó bắt đầu mưa xong tất cả quẩy mạnh hơn” đâu rồi đâu rồi tay đâu rồi đưa lên trời” đúng hợp concert lun ấy. Hy vọng 2 bài này đc diễn ở nhiều concert hơn… tuy hết rồi, nhưng tôi vẫn có niềm tin biết đâu cuối năm, hay mỗi năm kỉ niệm 1 lần nhỉ. Đặc biệt 10/10 nháaaaaa",10/10,GENERAL,positive,đặc biệt 10/10 nháaaaaa,strong
UgycPkrrIRkjrgJiFCd4AaABAg.A6xthA2VxDXA6yOjDLra8N,​ @YenHoang-te8px  mày ik kiện hộ cái t là 1 người rất là thích ông GTK cả QT mà mày thử mày là 1 trong những khán giả dù người ta ko đc m.n quý mến thì điểm thấp sẽ bị loại . còn nếu như mày muốn QT bị loại thì 1 mình mày đấu lại fan của QT ko với lại mày làm ban giám khảo ik chăng nữa mày cx chỉ đc cho điểm với lại xem phần trình diễn của ngt chứ mày đâu phải ban Tổ chức đâu mà đc sắp xếp người này loại người kia ở lại mà nếu như t nhấn mạnh chữ NẾU NHƯ mày đã xem ATSH thì ko dc ghét ngt nếu ghét thì kiếm trương trình nào mà ko có ngt r hả xem nếu như thích xem á thì có cái đoạn mà người mày ghét á thù mày tua đi đc mà ?,GTK,PERSONALITY,positive,ông GTK,moderate
UgycPkrrIRkjrgJiFCd4AaABAg.A6xthA2VxDXA6yOjDLra8N,​ @YenHoang-te8px  mày ik kiện hộ cái t là 1 người rất là thích ông GTK cả QT mà mày thử mày là 1 trong những khán giả dù người ta ko đc m.n quý mến thì điểm thấp sẽ bị loại . còn nếu như mày muốn QT bị loại thì 1 mình mày đấu lại fan của QT ko với lại mày làm ban giám khảo ik chăng nữa mày cx chỉ đc cho điểm với lại xem phần trình diễn của ngt chứ mày đâu phải ban Tổ chức đâu mà đc sắp xếp người này loại người kia ở lại mà nếu như t nhấn mạnh chữ NẾU NHƯ mày đã xem ATSH thì ko dc ghét ngt nếu ghét thì kiếm trương trình nào mà ko có ngt r hả xem nếu như thích xem á thì có cái đoạn mà người mày ghét á thù mày tua đi đc mà ?,QT,PERSONALITY,negative,QT mà mày,moderate
UgycPkrrIRkjrgJiFCd4AaABAg.A6xthA2VxDXA6yOjDLra8N,​ @YenHoang-te8px  mày ik kiện hộ cái t là 1 người rất là thích ông GTK cả QT mà mày thử mày là 1 trong những khán giả dù người ta ko đc m.n quý mến thì điểm thấp sẽ bị loại . còn nếu như mày muốn QT bị loại thì 1 mình mày đấu lại fan của QT ko với lại mày làm ban giám khảo ik chăng nữa mày cx chỉ đc cho điểm với lại xem phần trình diễn của ngt chứ mày đâu phải ban Tổ chức đâu mà đc sắp xếp người này loại người kia ở lại mà nếu như t nhấn mạnh chữ NẾU NHƯ mày đã xem ATSH thì ko dc ghét ngt nếu ghét thì kiếm trương trình nào mà ko có ngt r hả xem nếu như thích xem á thì có cái đoạn mà người mày ghét á thù mày tua đi đc mà ?,fan of QT,TEAMWORK,negative,fan của QT,moderate
UgyOURLlngNXa7NjkfR4AaABAg,"T k xem ATSH mùa 1 cũng k xem Em Xinh chỉ vì mê Vũ Cát Tường nên tui xem mùa2. Thấy mn chê mùa 2 hơn mùa 1 nhiều. Mn ơi mùa1 toàn người nổi tiếng ko mà mn. Quang Hùng, Erik, Đức Phúc, ali hoàng dương, Anh Tú , atus, Quân AP, Hiếu thứ 2 , Gin , Qtrung, Issas, Song Luan, ...nói chung là mùa 1 quá nhiều người giỏi, nổi tiếng, mùa 2 chủ yếu Rapper dc vài ng nổi VCT, NKH, Karik, Bigdady, Bray còn lại toàn các bạn trẻ mà. Hi vọng mọi sẽ đón nhận và ủng hộ nhiệt tình cho các anh trai ạ. Ai cũng phải có quá trình mới trưởng thành dc, hi vọng ATSH sẽ là bước đệm để các anh trai phát triệt và thành công ạ. Chương trình hay lắm ạ.",,,,,
