comment_id,text,target,aspect,sentiment,opinion_span,intensity
UgxfhDyTrUsVMVG2w5B4AaABAg,"Chúc mừng Double2T, chúc mừng team BigDaddy.

Biết là nhiều rap fan, fan của những rapper còn lại có thể không hài lòng nhưng phần trình diễn của D2T xuyên suốt chương trình đã chứng minh cho kết quả này, không có gì cần bàn cãi luôn. 

Về phần BGK hay HLV là những người có chuyên môn vote cũng chỉ chiếm 40% thôi, còn 60% là khán giả, ai nhiều fan hơn thì người đó thắng, đó là điều hiển nhiên rồi mà. 

Sao nhiều người lại tỏ vẻ không phục một cách tiêu cực vậy nhỉ, theo leaker thì quán quân là Rhyder mới không hợp lý chứ D2T win là xứng đáng.

Cảm ơn chương trình, cảm ơn ekip, cảm ơn các BGK, HLV, Producer và đặc biệt là Justatee đã giúp các thí sinh mang tới nhiều hit ở mùa 3. Mong RV sẽ tiếp tục thêm được mùa 4, mùa 5 và nhiều mùa sau nữa. 

Respect!",Double2T,PERFORMANCE,positive,participation in the program has proven this result,moderate
UgxfhDyTrUsVMVG2w5B4AaABAg,"Chúc mừng Double2T, chúc mừng team BigDaddy.

Biết là nhiều rap fan, fan của những rapper còn lại có thể không hài lòng nhưng phần trình diễn của D2T xuyên suốt chương trình đã chứng minh cho kết quả này, không có gì cần bàn cãi luôn. 

Về phần BGK hay HLV là những người có chuyên môn vote cũng chỉ chiếm 40% thôi, còn 60% là khán giả, ai nhiều fan hơn thì người đó thắng, đó là điều hiển nhiên rồi mà. 

Sao nhiều người lại tỏ vẻ không phục một cách tiêu cực vậy nhỉ, theo leaker thì quán quân là Rhyder mới không hợp lý chứ D2T win là xứng đáng.

Cảm ơn chương trình, cảm ơn ekip, cảm ơn các BGK, HLV, Producer và đặc biệt là Justatee đã giúp các thí sinh mang tới nhiều hit ở mùa 3. Mong RV sẽ tiếp tục thêm được mùa 4, mùa 5 và nhiều mùa sau nữa. 

Respect!",BigDaddy,TEAMWORK,positive,team BigDaddy,mild
UgxfhDyTrUsVMVG2w5B4AaABAg,"Chúc mừng Double2T, chúc mừng team BigDaddy.

Biết là nhiều rap fan, fan của những rapper còn lại có thể không hài lòng nhưng phần trình diễn của D2T xuyên suốt chương trình đã chứng minh cho kết quả này, không có gì cần bàn cãi luôn. 

Về phần BGK hay HLV là những người có chuyên môn vote cũng chỉ chiếm 40% thôi, còn 60% là khán giả, ai nhiều fan hơn thì người đó thắng, đó là điều hiển nhiên rồi mà. 

Sao nhiều người lại tỏ vẻ không phục một cách tiêu cực vậy nhỉ, theo leaker thì quán quân là Rhyder mới không hợp lý chứ D2T win là xứng đáng.

Cảm ơn chương trình, cảm ơn ekip, cảm ơn các BGK, HLV, Producer và đặc biệt là Justatee đã giúp các thí sinh mang tới nhiều hit ở mùa 3. Mong RV sẽ tiếp tục thêm được mùa 4, mùa 5 và nhiều mùa sau nữa. 

Respect!",Rhyder,GENERAL,negative,"according to the leaker, the champion is Rhyder",mild
UgxfhDyTrUsVMVG2w5B4AaABAg,"Chúc mừng Double2T, chúc mừng team BigDaddy.

Biết là nhiều rap fan, fan của những rapper còn lại có thể không hài lòng nhưng phần trình diễn của D2T xuyên suốt chương trình đã chứng minh cho kết quả này, không có gì cần bàn cãi luôn. 

Về phần BGK hay HLV là những người có chuyên môn vote cũng chỉ chiếm 40% thôi, còn 60% là khán giả, ai nhiều fan hơn thì người đó thắng, đó là điều hiển nhiên rồi mà. 

Sao nhiều người lại tỏ vẻ không phục một cách tiêu cực vậy nhỉ, theo leaker thì quán quân là Rhyder mới không hợp lý chứ D2T win là xứng đáng.

Cảm ơn chương trình, cảm ơn ekip, cảm ơn các BGK, HLV, Producer và đặc biệt là Justatee đã giúp các thí sinh mang tới nhiều hit ở mùa 3. Mong RV sẽ tiếp tục thêm được mùa 4, mùa 5 và nhiều mùa sau nữa. 

Respect!",Rap Việt,SHOW_FORMAT,positive,"thank you for the program, thank the staff, thank the judges, coaches, producers and especially Justatee",strong
UgxfhDyTrUsVMVG2w5B4AaABAg,"Chúc mừng Double2T, chúc mừng team BigDaddy.

Biết là nhiều rap fan, fan của những rapper còn lại có thể không hài lòng nhưng phần trình diễn của D2T xuyên suốt chương trình đã chứng minh cho kết quả này, không có gì cần bàn cãi luôn. 

Về phần BGK hay HLV là những người có chuyên môn vote cũng chỉ chiếm 40% thôi, còn 60% là khán giả, ai nhiều fan hơn thì người đó thắng, đó là điều hiển nhiên rồi mà. 

Sao nhiều người lại tỏ vẻ không phục một cách tiêu cực vậy nhỉ, theo leaker thì quán quân là Rhyder mới không hợp lý chứ D2T win là xứng đáng.

Cảm ơn chương trình, cảm ơn ekip, cảm ơn các BGK, HLV, Producer và đặc biệt là Justatee đã giúp các thí sinh mang tới nhiều hit ở mùa 3. Mong RV sẽ tiếp tục thêm được mùa 4, mùa 5 và nhiều mùa sau nữa. 

Respect!",Rap Việt,GENERAL,positive,"hope Rap Vietnam will continue to have season 4, season 5 and many more seasons",moderate
UgypuKKIbZCGVdmLiSl4AaABAg,"Phần thi của Yuno Bigboi nói về trăn trở của người nghệ sỹ trong quá trình tìm chủ đề sáng tác, về lý tưởng khi làm nghề, cũng như lý tưởng sống. Mình nghe đoạn đầu mới từ đoạn đầu mình cũng khóc vì chạnh lòng. Mình thấy các giám khảo không nói quá nhiều về phần trình diễn của Yuno, có lẽ là do họ cũng là nghệ sỹ nên họ ngại nếu phải thể hiện phần cá nhân cá nhiều sẽ không phù hợp với vị trí giám khảo. Anh Trấn Thành đã khóc ( dù có vẻ mùa này đã tự nhủ không được biểu lộ cảm xúc quá nhiều như các mùa trước) vì ảnh thấm quá mà☺
Nói túm lại mình thấy lời khen của các giám khảo giành cho Yuno là không đủ. Phần thi đó đã vượt lên trên, vượt qua khuôn khổ cuộc cuộc thi này và để lại nhiều ý niệm sẽ còn đọng lại. Chúc mừng Yuno Bigboi. 👏👏👏👏👏👏👏",,,,,
UgyQD4JWMKdC8JggE7V4AaABAg,"Thật sự khá thất vọng về Minh Lai ở vòng này, mình đã trông chờ khá nhiều vào Minh Lai nhưng chơi quá dưới sức.

Ý kiến riêng thêm về các rapper khác*: Liu cảm giác vòng này có vibe US UK nhiều bạn chê nhưng mình thấy cũng khá hay nhạc tùy tai người nghe không ép buộc người khác thấy hay như mình được nên khen chê bình thường thôi à. Riêng mình bảng Liu, Minh Lai, Hurrykng, DT thì Hurrykng hay nhất không phải bàn cãi và mình có lời khen cho DT vì cái màu nhạc bạn lần đầu chơi mà bạn làm tốt vcl luôn. Riêng cả 3 người là Liu, Hurrykng, DT thì cả 3 đều có màu sắc của riêng mình và làm quá tốt. Minh Lai mình không dám bàn đến nữa vì mình không nghĩ là mình sẽ replay lại bài của Minh Lai vì mình thật sự quá thất vọng.",,,,,
UgzQhHRSwvYQBI4RwYF4AaABAg,"43:23 Tee giải thích nghe rất đúng rồi, cảm giác tại hiện trường với cảm giác ngồi tại nhà đeo headphone thật ra nó khác nhau. Như cái bài của bé Hải Phòng ở nhà nghe như đấm nhưng thời điểm đó , cái không khí ở tại hiện trường nó sôi máu, nó sùng sục thì sẽ rất khác. Cho nên Tee nói nên phải khôn khéo hơn trong 1 cái chương trình game show. Với lại bạn này cũng đã từng rớt casting mùa 1 và 2 ( mình nghe đâu đó ko biết đúng không ?) thì cũng phần nào nói lên được bạn không phù hợp với tiêu chí của chương trình. Chứ mình không nghĩ mời Thái VG về chỉ để đóng kịch và coi thường khán giả, khác nào tự vả vào toàn bộ 4 hlv và 3 gk là các rapper mà miệng lúc nào cũng nói "" phải chân thật"" ?",,,,,
UgzGul0jcFdkC2ms0gt4AaABAg,"Đã có mặt ở vòng CK thì cả 9 thí sinh đều có quyền vô địch như nhau, đừng phân biệt vé vớt hay vé chính ở đây. Double2T vô địch hoàn toàn đúng theo luật của chương trình từ HLV và khán giả. Đã chơi, đã có luật chơi thì phải tôn trọng nó. Double2T hoàn toàn xứng đáng. 
Giống như trong đời sống vậy, một thằng đã giàu nó thành công thì không ai thắc mắc, còn một thằng nghèo, đi lên từ con số 0 thành công thì ai cũng bất ngờ, thắc mắc và cho rằng do gặp may mắn thôi mà không biết hành trình của thằng nghèo đi lên nó như nào. Cuộc sống là vậy, mình cũng đi lên từ con số 0 nên mình cảm nhận rất rõ về điều này, câu trả lời đơn giản nhất cho haters "" Ừ, tao may mắn thôi!""",Double2T,PERFORMANCE,positive,"Double2T vô địch hoàn toàn đúng theo luật của chương trình từ HLV và khán giả. Đã chơi, đã có luật chơi thì phải tôn trọng nó. Double2T hoàn toàn xứng đáng",strong
UgyS3JQ4umYt-_b7wwx4AaABAg,"Cá nhân mình thấy ogenous không đáng bị giám khảo chê đến thế. Tại sao cứ viết về cha mẹ là phải xúc động uỷ mị? Ogenous đã kể nên một câu chuyện mà mình nghĩ là bất cứ đứa con nào sống xa nhà đều thấy mình ở trong đó. Cách truyền tải thông điệp tươi sáng tích cực như thế này mình thấy rất ổn mà nhỉ? Vòng mang tên bứt phá mà các giám khảo cứ đóng khung nói về phụ huynh là phải sướt mướt thì mình thấy cũng chả thấy sự bứt phá trong tư duy =)))))))
Mà cái đoạn nhảy mình thấy cũng hơi ố dề thật :v nhưng đây là rap việt nên hãy tập trung vào rap là đc r mà :))) chs thi rap đi chê ngta nhảy ạ =)))))) nói chung là mình cảm thấy bgk có hơi khắt khe với ogenous",Ogenous,PERFORMANCE,positive,Cách truyền tải thông điệp tươi sáng tích cực như thế này mình thấy rất ổn,moderate
UgyS3JQ4umYt-_b7wwx4AaABAg,"Cá nhân mình thấy ogenous không đáng bị giám khảo chê đến thế. Tại sao cứ viết về cha mẹ là phải xúc động uỷ mị? Ogenous đã kể nên một câu chuyện mà mình nghĩ là bất cứ đứa con nào sống xa nhà đều thấy mình ở trong đó. Cách truyền tải thông điệp tươi sáng tích cực như thế này mình thấy rất ổn mà nhỉ? Vòng mang tên bứt phá mà các giám khảo cứ đóng khung nói về phụ huynh là phải sướt mướt thì mình thấy cũng chả thấy sự bứt phá trong tư duy =)))))))
Mà cái đoạn nhảy mình thấy cũng hơi ố dề thật :v nhưng đây là rap việt nên hãy tập trung vào rap là đc r mà :))) chs thi rap đi chê ngta nhảy ạ =)))))) nói chung là mình cảm thấy bgk có hơi khắt khe với ogenous",Ogenous,PERFORMANCE,neutral,Cá nhân mình thấy ogenous không đáng bị giám khảo chê đến thế,neutral
UgyS3JQ4umYt-_b7wwx4AaABAg,"Cá nhân mình thấy ogenous không đáng bị giám khảo chê đến thế. Tại sao cứ viết về cha mẹ là phải xúc động uỷ mị? Ogenous đã kể nên một câu chuyện mà mình nghĩ là bất cứ đứa con nào sống xa nhà đều thấy mình ở trong đó. Cách truyền tải thông điệp tươi sáng tích cực như thế này mình thấy rất ổn mà nhỉ? Vòng mang tên bứt phá mà các giám khảo cứ đóng khung nói về phụ huynh là phải sướt mướt thì mình thấy cũng chả thấy sự bứt phá trong tư duy =)))))))
Mà cái đoạn nhảy mình thấy cũng hơi ố dề thật :v nhưng đây là rap việt nên hãy tập trung vào rap là đc r mà :))) chs thi rap đi chê ngta nhảy ạ =)))))) nói chung là mình cảm thấy bgk có hơi khắt khe với ogenous",bgk (bảng giám khảo),TEAMWORK,negative,mình thấy bgk có hơi khắt khe với ogenous,moderate
UgwejeyvNMop4Rj6l3l4AaABAg,"??? Có ai để ý top 3 đc ban giám khảo bình chọn 3 , 3, 2 phiếu, theo tỉ lệ % công bố, thì số phiếu tổng của ban giám khảo sẽ là 8, (phải là 8 thì mới khớp con số á quân 25,8% = 0,6*18,11% + 0,4*3/8 và quán quân 27,5% = 0,6*29,19% + 0,4*2/8 .) 
      ! ! ! Với thể lệ vote cùng đội tính 1 phiếu, khác đội tính 2 phiếu thì trong 8 phiếu mặc định có 2 phiếu của Andree vì top 3 k ai trong team Andree, số phiếu tổng ít nhất cũng phải là 9 nếu a BigDD vote cho Liu grace như đã hứa ở Chung kết 1 chứ k phải là 8. Như vậy sẽ có 1 ng không vote cho ai cả hoặc là a Big vẫn vote cho Double 2T.
      $$$ Chốt lại thì RAP VIỆT 3 VẪN CỨ LÀ HAYYYYY :D",RAP VIỆT,SHOW_FORMAT,positive,RAP VIỆT 3 VẪN CỨ LÀ HAYYYYY,strong
UgwpunittNjrcZsZZ3N4AaABAg,"Tui biết là từ khi diễn ra, Andree đã nhận đc rất nhiều lời phán xét về cách huấn luyện, nma đối vs tui : anh ấy để các thành viên của team đc thử thể loại mới, ""miễn là các bạn ấy hạnh phúc khi ở trên sân khấu"", rất quan tâm học trò nma chỉ là không giỏi trong việc giao tiếp, thể hiện tình cảm. Tui đến vs RV mùa 3 cx chỉ bởi có Andree và là fan của anh đc hơn 7 năm rồi, quan điểm của tui bài hợp gu thì khen còn ko hợp gu thì cx tán thưởng cho sự cố gắng của cả HLV và thí sinh. Tui chỉ muốn nói là yêu tất cả những mảnh ghép của Rap Việt mùa 3 nhiều lắm, các bạn rất tuyệt vời. Đặc biệt, Andree và Damoney team mãi trong tim tui❤.",Andree,PERSONALITY,positive,"quan tâm học trò nma chỉ là không giỏi trong việc giao tiếp, thể hiện tình cảm",moderate
UgwpunittNjrcZsZZ3N4AaABAg,"Tui biết là từ khi diễn ra, Andree đã nhận đc rất nhiều lời phán xét về cách huấn luyện, nma đối vs tui : anh ấy để các thành viên của team đc thử thể loại mới, ""miễn là các bạn ấy hạnh phúc khi ở trên sân khấu"", rất quan tâm học trò nma chỉ là không giỏi trong việc giao tiếp, thể hiện tình cảm. Tui đến vs RV mùa 3 cx chỉ bởi có Andree và là fan của anh đc hơn 7 năm rồi, quan điểm của tui bài hợp gu thì khen còn ko hợp gu thì cx tán thưởng cho sự cố gắng của cả HLV và thí sinh. Tui chỉ muốn nói là yêu tất cả những mảnh ghép của Rap Việt mùa 3 nhiều lắm, các bạn rất tuyệt vời. Đặc biệt, Andree và Damoney team mãi trong tim tui❤.",Andree,TEAMWORK,positive,"để các thành viên của team đc thử thể loại mới, ""miễn là các bạn ấy hạnh phúc khi ở trên sân khấu""",strong
UgwpunittNjrcZsZZ3N4AaABAg,"Tui biết là từ khi diễn ra, Andree đã nhận đc rất nhiều lời phán xét về cách huấn luyện, nma đối vs tui : anh ấy để các thành viên của team đc thử thể loại mới, ""miễn là các bạn ấy hạnh phúc khi ở trên sân khấu"", rất quan tâm học trò nma chỉ là không giỏi trong việc giao tiếp, thể hiện tình cảm. Tui đến vs RV mùa 3 cx chỉ bởi có Andree và là fan của anh đc hơn 7 năm rồi, quan điểm của tui bài hợp gu thì khen còn ko hợp gu thì cx tán thưởng cho sự cố gắng của cả HLV và thí sinh. Tui chỉ muốn nói là yêu tất cả những mảnh ghép của Rap Việt mùa 3 nhiều lắm, các bạn rất tuyệt vời. Đặc biệt, Andree và Damoney team mãi trong tim tui❤.",Rap Việt,SHOW_FORMAT,positive,tui đến vs RV mùa 3 cx chỉ bởi có Andree,moderate
