comment_id,text,target,sentiment,opinion_span,intensity,aspect
Ugw5TjeoVBpG0379g754AaABAg,"hydra với dlow tập sau tóc nhìn xấu quá,còn tez thì tóc xấu vcl ,double2t nhìn tự tin v ngẩng cao đầu",hydra,negative,tóc nhìn xấu quá,strong,VISUAL
Ugw5TjeoVBpG0379g754AaABAg,"hydra với dlow tập sau tóc nhìn xấu quá,còn tez thì tóc xấu vcl ,double2t nhìn tự tin v ngẩng cao đầu",double2t,positive,nhìn tự tin v ngẩng cao đầu,strong,PERFORMANCE
Ugw5TjeoVBpG0379g754AaABAg,"hydra với dlow tập sau tóc nhìn xấu quá,còn tez thì tóc xấu vcl ,double2t nhìn tự tin v ngẩng cao đầu",tez,negative,tóc xấu vcl,strong,VISUAL
Ugw5TjeoVBpG0379g754AaABAg,"hydra với dlow tập sau tóc nhìn xấu quá,còn tez thì tóc xấu vcl ,double2t nhìn tự tin v ngẩng cao đầu",dlow,negative,tóc nhìn xấu quá,strong,VISUAL
Ugw6zYQ4SIjepgzDBWB4AaABAg,Hiếu trễ nhưng rất thông minh và biết tính toán. Quá sáng suốt ❤!!,Hiếu,negative,trễ,mild,GENERAL
Ugw6zYQ4SIjepgzDBWB4AaABAg,Hiếu trễ nhưng rất thông minh và biết tính toán. Quá sáng suốt ❤!!,Hiếu,positive,rất thông minh và biết tính toán,strong,PERSONALITY
Ugw6zYQ4SIjepgzDBWB4AaABAg,Hiếu trễ nhưng rất thông minh và biết tính toán. Quá sáng suốt ❤!!,Hiếu,positive,sáng suốt,strong,PERSONALITY
UgwAh0cudmNLkFWNU-d4AaABAg,đối với mình bài rap của Alen hay nhất từ tập 1 đến giờ mình nghe.Bài hát rất rất hay và đầy ý nghĩa và chắc chắn k chỉ mình thấy như vậy.Thật tiếc cho một nhân tài và cũng chẳng hiểu nổi khán giả vote kiểu gì nữa.Thất Vọng thật sự! Respect for Megashock,Alen,positive,hay nhất,strong,SONG
UgwBPlat47GZD8JY8q14AaABAg,DT2 xứng đáng mà. Mà ai top9 cg xứng đáng quá luôn,DT2,positive,xứng đáng mà,strong,GENERAL
UgwBPlat47GZD8JY8q14AaABAg,DT2 xứng đáng mà. Mà ai top9 cg xứng đáng quá luôn,top9,positive,xứng đáng quá luôn,strong,GENERAL
UgwBdzmk2gRZSSFe-7x4AaABAg,Dương Domic đẹp zai quá 😅,Dương Domic,positive,đẹp zai quá,strong,PERSONALITY
UgwH8lr3KCsWJGO-Fxh4AaABAg,"Ôi Lâm Bảo Ngọc với team Quân AP mn quá đỉnh, xem nổi da gà mà còn tua lại mấy lần 🥰",Lâm Bảo Ngọc,positive,quá đỉnh,strong,GENERAL
UgwH8lr3KCsWJGO-Fxh4AaABAg,"Ôi Lâm Bảo Ngọc với team Quân AP mn quá đỉnh, xem nổi da gà mà còn tua lại mấy lần 🥰",Lâm Bảo Ngọc với team Quân AP,positive,mn quá đỉnh,strong,TEAMWORK
UgwHwBprt65X0Is9Q9V4AaABAg,"bài của Liu mình nghe nổi da gà, quá hay quá xứng đáng, Hurrykng cũng xứng đáng vào vòng trong không kém, nhưng tiêu chí chương trình là ra quốc tế nên LG vào là đúng, còn HurryKng chắc sẽ có nón vàng thôi.",Hurrykng,positive,Hurrykng cũng xứng đáng vào vòng trong không kém,moderate,GENERAL
UgwHwBprt65X0Is9Q9V4AaABAg,"bài của Liu mình nghe nổi da gà, quá hay quá xứng đáng, Hurrykng cũng xứng đáng vào vòng trong không kém, nhưng tiêu chí chương trình là ra quốc tế nên LG vào là đúng, còn HurryKng chắc sẽ có nón vàng thôi.",LG,positive,tiêu chí chương trình là ra quốc tế nên LG vào là đúng,moderate,GENERAL
UgwHwBprt65X0Is9Q9V4AaABAg,"bài của Liu mình nghe nổi da gà, quá hay quá xứng đáng, Hurrykng cũng xứng đáng vào vòng trong không kém, nhưng tiêu chí chương trình là ra quốc tế nên LG vào là đúng, còn HurryKng chắc sẽ có nón vàng thôi.",Liu,positive,"bài của Liu mình nghe nổi da gà, quá hay quá xứng đáng",strong,SONG
UgwIR5sT0JHroVXtO0R4AaABAg,"Tui coi ATSH cừi mún xỉu , thấy mấy anh rất là dthuong kiểu làm gì cx thấy duyên cơ . Đến khi mà thấy có ctrinh EXSH tui hào hứng dữ lắm mà đến bây giờ tui chỉ coi đúng tập 1 thôi à , mà thấy kiểu coi thấy mấy chị cứ sượng sượng sao á . Nói chung là kiểu tui lại thấy ATSH vuii hơn với nhạc hay hơn ý(ykr mong mng kh toxic)",ATSH,positive,kiểu tui lại thấy ATSH vuii hơn,strong,GENERAL
UgwIR5sT0JHroVXtO0R4AaABAg,"Tui coi ATSH cừi mún xỉu , thấy mấy anh rất là dthuong kiểu làm gì cx thấy duyên cơ . Đến khi mà thấy có ctrinh EXSH tui hào hứng dữ lắm mà đến bây giờ tui chỉ coi đúng tập 1 thôi à , mà thấy kiểu coi thấy mấy chị cứ sượng sượng sao á . Nói chung là kiểu tui lại thấy ATSH vuii hơn với nhạc hay hơn ý(ykr mong mng kh toxic)",EXSH,negative,chỉ coi đúng tập 1,mild,GENERAL
UgwKCfINRkGFVvB91XN4AaABAg,ISAAC ơi anh tuyệt vời lắm ❤❤,ISAAC,positive,anh tuyệt vời lắm,strong,PERSONALITY
UgwLib7zv6_7H4lfJOV4AaABAg,Tui xem lại vì cap va ruy đó❤❤❤❤,cap va ruy,positive,Tui xem lại vì,strong,PERFORMANCE
UgwM9DQksm78KBJvrsB4AaABAg,Những người a thái chọn rất tài năng năm nay quán quân là Đội a Thái  nhá em tin a có thể làm được những thứ khán giả đang mong chúc a và đội thành công ❤,Những người a thái chọn,positive,rất tài năng,strong,GENERAL
UgwM9DQksm78KBJvrsB4AaABAg,Những người a thái chọn rất tài năng năm nay quán quân là Đội a Thái  nhá em tin a có thể làm được những thứ khán giả đang mong chúc a và đội thành công ❤,Đội a Thái,positive,em tin a có thể làm được những thứ khán giả đang mong,strong,TEAMWORK
UgwNoZ3xkLYEbOxe2bF4AaABAg,15:00  thấy tội rhyder quá tổn thương rhyder❤,rhyder,neutral,tội rhyder quá tổn thương,strong,PERFORMANCE
UgwObajW9OLnauRrFOB4AaABAg,"Bài caption khóc quá trời, xúc động quá. Nhg qua bài rhyder phải công nhận rất đỉnh, e ấy đã toả sáng vẫn giữ được màu sắc riêng. Hay quá chúc mừng 2e",Bài caption,positive,"khóc quá trời, xúc động quá",strong,SONG
UgwObajW9OLnauRrFOB4AaABAg,"Bài caption khóc quá trời, xúc động quá. Nhg qua bài rhyder phải công nhận rất đỉnh, e ấy đã toả sáng vẫn giữ được màu sắc riêng. Hay quá chúc mừng 2e",bài rhyder,positive,"rất đỉnh, e ấy đã toả sáng vẫn giữ được màu sắc riêng",strong,PERFORMANCE
UgwQGvzE_y_HvaqfPSx4AaABAg,Dương Domicccc i loveeee uuuuuuuu,Dương Domicccc,positive,i loveeee uuuuuuuu,strong,PERSONALITY
UgwRKHdjyIKh4sbni7x4AaABAg,Sao Sơn Tùng đã ra tới nước ngoài hát. Rồi thằng Icạac còn ở đây. Khuôn mặt giống sơn tùng. Hát như cái tên,Icạac,negative,còn ở đây. Khuôn mặt giống sơn tùng. Hát như cái tên,strong,PERSONALITY
UgwRKHdjyIKh4sbni7x4AaABAg,Sao Sơn Tùng đã ra tới nước ngoài hát. Rồi thằng Icạac còn ở đây. Khuôn mặt giống sơn tùng. Hát như cái tên,Sơn Tùng,positive,ra tới nước ngoài hát,strong,PERSONALITY
UgwRzbhBRjh6BG9F1194AaABAg,Anh Big đúng kiểu biến team mình từ những thí sinh bị đánh giá thấp hơn thành quái vật tưởng lép vế mà nhai nát mấy team còn lại luôn đỉnh của chóp. Hi vọng sẽ có nón vàng cho Khang 🥹,Anh Big,positive,từ những thí sinh bị đánh giá thấp hơn thành quái vật tưởng lép vế mà nhai nát mấy team còn lại luôn đỉnh của chóp,strong,TEAMWORK
UgwRzbhBRjh6BG9F1194AaABAg,Anh Big đúng kiểu biến team mình từ những thí sinh bị đánh giá thấp hơn thành quái vật tưởng lép vế mà nhai nát mấy team còn lại luôn đỉnh của chóp. Hi vọng sẽ có nón vàng cho Khang 🥹,Khang,positive,Hi vọng sẽ có nón vàng cho Khang,moderate,PERFORMANCE
UgwSPPOZ3KUHsbHCYRt4AaABAg,Issac đẹp trai quá đẹp hơn cả HT2,HT2,negative,đẹp hơn cả HT2,moderate,PERSONALITY
UgwSPPOZ3KUHsbHCYRt4AaABAg,Issac đẹp trai quá đẹp hơn cả HT2,Issac,positive,đẹp trai quá,strong,PERSONALITY
UgwSPasyYX3PHdZrULN4AaABAg,"Pháp Kiều và Double2T là 2 lựa chọn chính xác rồi, có điều vẫn tiếc cho Tọi và Long nón lá, hi vọng gặp lai dc 2 bạn vào mùa 4 nha........",Double2T,positive,là 2 lựa chọn chính xác rồi,moderate,GENERAL
UgwSPasyYX3PHdZrULN4AaABAg,"Pháp Kiều và Double2T là 2 lựa chọn chính xác rồi, có điều vẫn tiếc cho Tọi và Long nón lá, hi vọng gặp lai dc 2 bạn vào mùa 4 nha........",Pháp Kiều,positive,là 2 lựa chọn chính xác rồi,moderate,GENERAL
UgwSPasyYX3PHdZrULN4AaABAg,"Pháp Kiều và Double2T là 2 lựa chọn chính xác rồi, có điều vẫn tiếc cho Tọi và Long nón lá, hi vọng gặp lai dc 2 bạn vào mùa 4 nha........",Tọi,positive,"tiếc cho Tọi và Long nón lá, hi vọng gặp lai dc 2 bạn vào mùa 4 nha",mild,GENERAL
UgwSWF8rfmjxnulHg_54AaABAg,"thấy mấy anh trai cổ vũ sp nhau dth và vui tht sự, a NICky cũng đến để sp cho mn quá dth luôn như 1 gdd vậy còn anh PQui nữa",mấy anh trai,positive,cổ vũ sp nhau dth và vui tht sự,strong,TEAMWORK
UgwSWF8rfmjxnulHg_54AaABAg,"thấy mấy anh trai cổ vũ sp nhau dth và vui tht sự, a NICky cũng đến để sp cho mn quá dth luôn như 1 gdd vậy còn anh PQui nữa",a NICky,positive,sp cho mn quá dth luôn như 1 gdd,strong,PERSONALITY
UgwSWF8rfmjxnulHg_54AaABAg,"thấy mấy anh trai cổ vũ sp nhau dth và vui tht sự, a NICky cũng đến để sp cho mn quá dth luôn như 1 gdd vậy còn anh PQui nữa",anh PQui,positive,sp cho mn quá dth luôn như 1 gdd,strong,PERSONALITY
UgwT98R8dvXvjaqeisN4AaABAg,"Đúng là cái gì hay đặc biệt thường để ở cuối.
 Hổng Có Ưa hay lắm… Đánh giá cao Pháp Kiều à nha. Nhẹ nhàng dễ nghe.. Snoopdee vocal cũng chất luôn.. Tiết mục tuyệt vời ❤️",Hổng Có Ưa,positive,đánh giá cao Pháp Kiều à nha,strong,SONG
UgwT98R8dvXvjaqeisN4AaABAg,"Đúng là cái gì hay đặc biệt thường để ở cuối.
 Hổng Có Ưa hay lắm… Đánh giá cao Pháp Kiều à nha. Nhẹ nhàng dễ nghe.. Snoopdee vocal cũng chất luôn.. Tiết mục tuyệt vời ❤️",Hổng Có Ưa,positive,tiết mục tuyệt vời ❤️,strong,SONG
UgwT98R8dvXvjaqeisN4AaABAg,"Đúng là cái gì hay đặc biệt thường để ở cuối.
 Hổng Có Ưa hay lắm… Đánh giá cao Pháp Kiều à nha. Nhẹ nhàng dễ nghe.. Snoopdee vocal cũng chất luôn.. Tiết mục tuyệt vời ❤️",Snoopdee,positive,vocal cũng chất luôn,strong,VOCAL
UgwWGt0yeOTdDBpEjyl4AaABAg,6:28 Dương đáng iuuu théeee,Dương,positive,đáng iuuu,strong,PERSONALITY
UgwX9aTDxPelr1TvdnV4AaABAg,"bài của DT hay nhất vòng này đối với mình, HLV gây thất vọng nhất, Andree",Andree,negative,HLV gây thất vọng nhất,strong,PERSONALITY
UgwX9aTDxPelr1TvdnV4AaABAg,"bài của DT hay nhất vòng này đối với mình, HLV gây thất vọng nhất, Andree",DT,positive,bài của DT hay nhất vòng này,strong,SONG
UgwYyjZt8_rsEAMqBp94AaABAg,"Tui chit thích nghe Quang Hùng và bác Trấn Thành của con gái thôi! Đỉnh thật, ngoài từ quá giỏi ra không biết nói gì",Quang Hùng,positive,tui chit thích nghe,strong,VOCAL
UgwYyjZt8_rsEAMqBp94AaABAg,"Tui chit thích nghe Quang Hùng và bác Trấn Thành của con gái thôi! Đỉnh thật, ngoài từ quá giỏi ra không biết nói gì",bác Trấn Thành,positive,đỉnh thật,strong,PERSONALITY
UgwZiIdtuYTlNA-QuFJ4AaABAg,"Ở Việt Nam, MC giỏi nhất là Trấn Thành, ko ai vượt qua dc",Trấn Thành,positive,MC giỏi nhất,strong,PERSONALITY
UgwbpgOL3ybq7VZunPp4AaABAg,"Pháp Kiều đúng đỉnh trưởng thành qua từng tập bài nào của Kiều cũng đều hay đều bắt tay mỗi bào đều mang 1 ý nghĩa đều rất sôi động hiện tại đối với khán giả Kiều đã rất thành công rùi rất ủng hộ lối đi riêng của Kiều
Respect Bigdaddy 1 người thầy thực thụ",Bigdaddy,positive,1 người thầy thực thụ,strong,PERSONALITY
UgwbpgOL3ybq7VZunPp4AaABAg,"Pháp Kiều đúng đỉnh trưởng thành qua từng tập bài nào của Kiều cũng đều hay đều bắt tay mỗi bào đều mang 1 ý nghĩa đều rất sôi động hiện tại đối với khán giả Kiều đã rất thành công rùi rất ủng hộ lối đi riêng của Kiều
Respect Bigdaddy 1 người thầy thực thụ",Pháp Kiều,positive,trưởng thành qua từng tập bài nào của Kiều cũng đều hay,strong,PERFORMANCE
UgwbpgOL3ybq7VZunPp4AaABAg,"Pháp Kiều đúng đỉnh trưởng thành qua từng tập bài nào của Kiều cũng đều hay đều bắt tay mỗi bào đều mang 1 ý nghĩa đều rất sôi động hiện tại đối với khán giả Kiều đã rất thành công rùi rất ủng hộ lối đi riêng của Kiều
Respect Bigdaddy 1 người thầy thực thụ",Pháp Kiều,positive,đã rất thành công rùi rất ủng hộ lối đi riêng của Kiều,strong,GENERAL
Ugwcby9OG36ucAOJRbx4AaABAg,"bài của ai cx hay hết á 
ryhder 
dương domic 
đức phúc 🥹🥹",ryhder,positive,bài của ai cx hay hết á,strong,SONG
Ugwcby9OG36ucAOJRbx4AaABAg,"bài của ai cx hay hết á 
ryhder 
dương domic 
đức phúc 🥹🥹",đức phúc,positive,bài của ai cx hay hết á,strong,SONG
Ugwcby9OG36ucAOJRbx4AaABAg,"bài của ai cx hay hết á 
ryhder 
dương domic 
đức phúc 🥹🥹",dương domic,positive,bài của ai cx hay hết á,strong,SONG
UgwdAD-u6IPiDCCT5TB4AaABAg,"Chủ đề về đất nước rất dễ thắng trên sk đặc biệt team giỏi của Erik
Team Atus yếu nhất, bà về mẹ dù dễ đánh cảm xúc nhưng cũng rất dễ sến và qtrong là ý tưởng trình diễn nổi bật rất khó. 
Bỏ qua cảm xúc thì màn trình diễn phần nhìn của Atus quá xuất sắc đi. 
Chiến thắng hoàn toàn xứng đáng. 

Sau đêm nay là bài quá dã man, với 1 ng nghe nhạc bình thường dễ nghe hơn 3 bài còn lại, trình diễn siêu hoành tráng chuyên nghiệp! Tiếc là bài phải thi chọn 3-4.",Team Atus,negative,yếu nhất,strong,TEAMWORK
UgwdAD-u6IPiDCCT5TB4AaABAg,"Chủ đề về đất nước rất dễ thắng trên sk đặc biệt team giỏi của Erik
Team Atus yếu nhất, bà về mẹ dù dễ đánh cảm xúc nhưng cũng rất dễ sến và qtrong là ý tưởng trình diễn nổi bật rất khó. 
Bỏ qua cảm xúc thì màn trình diễn phần nhìn của Atus quá xuất sắc đi. 
Chiến thắng hoàn toàn xứng đáng. 

Sau đêm nay là bài quá dã man, với 1 ng nghe nhạc bình thường dễ nghe hơn 3 bài còn lại, trình diễn siêu hoành tráng chuyên nghiệp! Tiếc là bài phải thi chọn 3-4.",Erik,positive,team giỏi,strong,TEAMWORK
UgwdAD-u6IPiDCCT5TB4AaABAg,"Chủ đề về đất nước rất dễ thắng trên sk đặc biệt team giỏi của Erik
Team Atus yếu nhất, bà về mẹ dù dễ đánh cảm xúc nhưng cũng rất dễ sến và qtrong là ý tưởng trình diễn nổi bật rất khó. 
Bỏ qua cảm xúc thì màn trình diễn phần nhìn của Atus quá xuất sắc đi. 
Chiến thắng hoàn toàn xứng đáng. 

Sau đêm nay là bài quá dã man, với 1 ng nghe nhạc bình thường dễ nghe hơn 3 bài còn lại, trình diễn siêu hoành tráng chuyên nghiệp! Tiếc là bài phải thi chọn 3-4.",Atus,positive,Bỏ qua cảm xúc thì màn trình diễn phần nhìn của Atus quá xuất sắc đi,strong,VISUAL
UgwdvYOnLRAX6-dcvoN4AaABAg,"Ui phục đội HTH quá luôn í, nhận được bài k đội nào muốn chọn mà thể hiện ấn tượng thật sự, mê 4 a trai đội này quá🥰",đội HTH,positive,"phục đội HTH quá luôn í, nhận được bài k đội nào muốn chọn mà thể hiện ấn tượng thật sự, mê 4 a trai đội này quá",strong,TEAMWORK
UgweM2Ra0JQUtsH9TBV4AaABAg,Hurrykng rap hay mà ko được chọn. Con bé Liu Grace rap tệ vậy mà được vô vòng cung kết. Thật nhảm,Hurrykng,positive,rap hay mà ko được chọn,strong,PERFORMANCE
UgweM2Ra0JQUtsH9TBV4AaABAg,Hurrykng rap hay mà ko được chọn. Con bé Liu Grace rap tệ vậy mà được vô vòng cung kết. Thật nhảm,Liu Grace,negative,rap tệ vậy mà được vô vòng cung kết,strong,PERFORMANCE
UgwesGrmfT_akByurIt4AaABAg,Bài của a Big quẩy Mỹ Đình thì đúng bá cháy ... Làm ơn đưa concert ra MỸ Đình đi ạ ... E cọc nhẹ 5 cái vé,Bài của a Big,positive,Bài của a Big quẩy Mỹ Đình thì đúng bá cháy,strong,SONG
Ugwpw5D8ZRJTSzTo4yd4AaABAg,"Mình rất thích Love Sand với Catch me, nhưng mà Thi Sĩ thực sự rất cảm xúc làm mình khó quên được 🎉",Love Sand,positive,mình rất thích,moderate,SONG
Ugwpw5D8ZRJTSzTo4yd4AaABAg,"Mình rất thích Love Sand với Catch me, nhưng mà Thi Sĩ thực sự rất cảm xúc làm mình khó quên được 🎉",Thi Sĩ,positive,thực sự rất cảm xúc,strong,SONG
Ugwpw5D8ZRJTSzTo4yd4AaABAg,"Mình rất thích Love Sand với Catch me, nhưng mà Thi Sĩ thực sự rất cảm xúc làm mình khó quên được 🎉",Catch me,positive,Mình rất thích,strong,SONG
UgwqPE7RFxfhDbGAejx4AaABAg,nghe lại bài của HURRYKHNG hay quá nên cày lại rap việt mùa này,HURRYKHNG,positive,nghe lại bài của HURRYKHNG hay quá,strong,SONG
Ugwqc8fh3WY0iAuYRfp4AaABAg,Bao lời con chưa nói hay và cảm động lắm,Bao lời con chưa nói,positive,hay và cảm động lắm,strong,SONG
UgwsBvLvLm7p7o7juMB4AaABAg,Xem rap việt mùa 3 mới biết Bray và các HLV mới này..vip..,Bray,positive,vip,moderate,PERSONALITY
UgwsBvLvLm7p7o7juMB4AaABAg,Xem rap việt mùa 3 mới biết Bray và các HLV mới này..vip..,các HLV mới,positive,vip,moderate,PERSONALITY
Ugwnk4bh-ghgP5d2GUx4AaABAg,"Trời ơi xem mấy a trai làm tui quá nhiều cảm xúc vui mừng.buồn tiếc ( vũ thịnh, tage)còn 5 ông giảm khảo làm tui nổi da ga cục cục ❤❤❤❤❤quá hay🎉🎉🎉🎉🎉🎉",5 ông giảm khảo,positive,làm tui nổi da ga,moderate,GENERAL
Ugwnk4bh-ghgP5d2GUx4AaABAg,"Trời ơi xem mấy a trai làm tui quá nhiều cảm xúc vui mừng.buồn tiếc ( vũ thịnh, tage)còn 5 ông giảm khảo làm tui nổi da ga cục cục ❤❤❤❤❤quá hay🎉🎉🎉🎉🎉🎉",vũ thịnh,neutral,buồn tiếc,moderate,PERSONALITY
Ugwnk4bh-ghgP5d2GUx4AaABAg,"Trời ơi xem mấy a trai làm tui quá nhiều cảm xúc vui mừng.buồn tiếc ( vũ thịnh, tage)còn 5 ông giảm khảo làm tui nổi da ga cục cục ❤❤❤❤❤quá hay🎉🎉🎉🎉🎉🎉",tage,neutral,buồn tiếc,moderate,PERSONALITY
UgwbAtI6VHiYbONvfwN4AaABAg,"Trời oiii, Jsol đẹp trai quá aạaaaa. Love Sand mãi đỉnhh",Jsol,positive,đẹp trai quá,strong,VISUAL
UgwbAtI6VHiYbONvfwN4AaABAg,"Trời oiii, Jsol đẹp trai quá aạaaaa. Love Sand mãi đỉnhh",Love Sand,positive,đỉnhh,strong,SONG
UgwWTMGYfhQzi2aHL094AaABAg,"Hâm mộ a Big thật sự. Các thí sinh đều lột xác đỉnh caoooo… 
Năm nay hầu như các thí sinh đều có màu riêng rõ nét. Ko ai giống ai. Xem cuốn thật sự. Hóng phần chung kết quá… mong double2T sẽ dc đi tiếpppppp…",Big,positive,Hâm mộ a Big thật sự.,strong,PERSONALITY
UgwWTMGYfhQzi2aHL094AaABAg,"Hâm mộ a Big thật sự. Các thí sinh đều lột xác đỉnh caoooo… 
Năm nay hầu như các thí sinh đều có màu riêng rõ nét. Ko ai giống ai. Xem cuốn thật sự. Hóng phần chung kết quá… mong double2T sẽ dc đi tiếpppppp…",double2T,positive,mong double2T sẽ dc đi tiếp,strong,GENERAL
UgwsMOL1iVrSC4ed4sx4AaABAg,"Quang Hùng chọn người chuẩn thế. Ghi trong Giấy là Negav, Pháp Kiều, Erik là hợp ý luôn",Negav,positive,hợp ý luôn,strong,PERSONALITY
UgwsMOL1iVrSC4ed4sx4AaABAg,"Quang Hùng chọn người chuẩn thế. Ghi trong Giấy là Negav, Pháp Kiều, Erik là hợp ý luôn",Quang Hùng,positive,chọn người chuẩn thế,moderate,PERSONALITY
UgwsMOL1iVrSC4ed4sx4AaABAg,"Quang Hùng chọn người chuẩn thế. Ghi trong Giấy là Negav, Pháp Kiều, Erik là hợp ý luôn",Pháp Kiều,positive,hợp ý luôn,strong,PERSONALITY
UgwsMOL1iVrSC4ed4sx4AaABAg,"Quang Hùng chọn người chuẩn thế. Ghi trong Giấy là Negav, Pháp Kiều, Erik là hợp ý luôn",Erik,positive,hợp ý luôn,strong,PERSONALITY
Ugws_m4ttHtmeICznqd4AaABAg,❤  Đôi atus hay hơn đôi hurryknh nhiều,đôi atus,positive,hay hơn đôi hurryknh nhiều,strong,TEAMWORK
Ugws_m4ttHtmeICznqd4AaABAg,❤  Đôi atus hay hơn đôi hurryknh nhiều,đôi hurryknh,negative,Đôi atus hay hơn đôi hurryknh nhiều,moderate,TEAMWORK
UgwtH7_R-jbH2pNUADN4AaABAg,"Coi 2 tập gần đây nhất mình phải quay lại để dành lời khen cho anh Dương K, nhạc nào cũng hay, anh Big thì tất nhiên có sự training thí sinh xịn xò, tất cả các bài của team đều là siêu phẩm.",Big,positive,training thí sinh xịn xò,strong,TEAMWORK
UgwtH7_R-jbH2pNUADN4AaABAg,"Coi 2 tập gần đây nhất mình phải quay lại để dành lời khen cho anh Dương K, nhạc nào cũng hay, anh Big thì tất nhiên có sự training thí sinh xịn xò, tất cả các bài của team đều là siêu phẩm.",Dương K,positive,nhạc nào cũng hay,strong,SONG
UgwtH7_R-jbH2pNUADN4AaABAg,"Coi 2 tập gần đây nhất mình phải quay lại để dành lời khen cho anh Dương K, nhạc nào cũng hay, anh Big thì tất nhiên có sự training thí sinh xịn xò, tất cả các bài của team đều là siêu phẩm.",Big,positive,tất cả các bài của team đều là siêu phẩm,strong,SONG
UgwtwpszGHyWAvrCFLp4AaABAg.A5plBFIYJEyA5srLpZkhVm,Như này k cần xem nữa cũng  biết Hiếu Thứ 2 nhất. Bài k ra làm sao thì nhất. Bài top 1 thì 4/4. Thôi từ sau khỏi xem.,Hiếu Thứ 2,negative,Như này k cần xem nữa cũng  biết Hiếu Thứ 2 nhất,strong,PERSONALITY
UgwtwpszGHyWAvrCFLp4AaABAg.A5plBFIYJEyA5srLpZkhVm,Như này k cần xem nữa cũng  biết Hiếu Thứ 2 nhất. Bài k ra làm sao thì nhất. Bài top 1 thì 4/4. Thôi từ sau khỏi xem.,Rap Việt,negative,Bài k ra làm sao thì nhất. Bài top 1 thì 4/4. Thôi từ sau khỏi xem.,strong,SHOW_FORMAT
UgwvK6YacamleapVeBl4AaABAg.ABAFeBJQ9NeACL_o0MJuZs,"thấy ali ko hợp mảng hát lắm,  nhảy với diễn thì ổng giỏi nha, bữa chơi game rương với hiếu ổng diễn đỉnh mà ko ai ngờ lun",ali,negative,ko hợp mảng hát lắm,moderate,VOCAL
